Catalog#@Artist@Title@Label@Format@Rating@Released@release_id@Notes@
2058@"Barry ""Barefoot"" Beefus"@Go Ahead On Baby@Loma@"7""@ Promo"@@1966@5750868@@2022-05-24 10:39:22
PR 7556@Billy Hawks@Heavy Soul!@Prestige@"LP, Album"@@1968@3012854@@2019-04-23 02:49:26
